0,0,8,8,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,8,8,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,8,8,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,8,8,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,8,8,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,18,18,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,11,11,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,11,11,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,12,12,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,2,8,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,7,7,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,17,17,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,12,12,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,13,13,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,23,23,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,2,10,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,2,25,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,3,13,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,2,13,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,4,14,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,4,5,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,8,8,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,18,18,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,28,28,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,10,10,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,7,7,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,9,10,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,19,20,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,10,10,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,16,17,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,7,7,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,17,17,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,8,8,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,18,18,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,9,10,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,19,20,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,10,20,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,6,34,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,16,33,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,7,7,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,17,18,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,27,28,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,4,10,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,14,20,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,5,19,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,15,34,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,16,16,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,7,7,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,3,9,0.00,0.00,0.00,0.00,1.00,0.00,
0,0,13,19,0.00,0.00,0.00,0.00,1.00,0.00,
